time,fC2LE2,fC2LE4,fC2LE7,fC2LE9,fPGWh,fPGWm
2050-11-18,17.143267,14.322829,20.37206,53.52866,11.597243,1.1771402
2050-11-19,15.920022,12.803373,18.687115,44.11819,10.3546295,1.0856637
2050-11-20,14.699036,11.44654,17.21778,36.195534,9.2249155,1.0160301
2050-11-21,13.539424,10.28854,15.917893,29.582088,8.13689,0.9630272
2050-11-22,12.4492655,9.343783,14.727692,24.254019,7.081914,0.92424023
2050-11-23,11.382543,8.580513,13.57583,20.028652,6.117231,0.8971604
2050-11-24,10.303689,7.934662,12.436735,16.714594,5.2888126,0.8786323
2050-11-25,9.201345,7.3574557,11.317325,14.124466,4.5756555,0.8659578
2050-11-26,8.109239,6.811136,10.206157,12.072371,3.9244583,0.8572146
2050-11-27,7.09749,6.256395,9.137238,10.4701,3.3236263,0.8509748
2050-11-28,6.2241817,5.6915264,8.191969,9.252262,2.7831838,0.8462267
2050-11-29,5.5071073,5.1336,7.40439,8.33033,2.3310146,0.8423751
2050-11-30,4.8863463,4.5999193,6.756788,7.6048474,1.9753611,0.8391504
2050-12-01,4.322647,4.0948477,6.2084475,6.9992642,1.6882806,0.83647543
2050-12-02,3.7965293,3.6262245,5.703054,6.4792924,1.4530638,0.83433694
2050-12-03,3.3202193,3.1867242,5.202951,6.0142407,1.2716086,0.8326989
2050-12-04,2.8972595,2.7710721,4.6595445,5.5843797,1.139762,0.8314727
2050-12-05,2.5178137,2.3819604,4.0685077,5.169295,1.042951,0.8305485
2050-12-06,2.188414,2.033028,3.4801571,4.762609,0.9717012,0.8298369
2050-12-07,1.927343,1.7367759,2.9304988,4.3737035,0.9202486,0.8292583
2050-12-08,1.7219234,1.4987752,2.4417834,4.0154777,0.8815511,0.8287069
2050-12-09,1.5483108,1.3144233,2.0274267,3.6958144,0.8495854,0.82806164
2050-12-10,1.3997035,1.1740476,1.698289,3.4144733,0.822237,0.82725596
2050-12-11,1.2754762,1.07056,1.4503598,3.1674092,0.80110395,0.8263386
2050-12-12,1.1677324,0.99959755,1.2593035,2.9418604,0.78701186,0.82544196
